frame,cap,rect,detect,depth,det,mode,track,n_tracks,n_dets,total,fps
8914,17,4,15,0,N,cache,0,1,0,36,28.1
8915,16,4,15,0,N,cache,0,1,0,36,28.0
8916,16,4,14,0,N,cache,0,1,0,34,29.1
8917,17,4,14,0,N,cache,0,1,0,35,28.6
8918,18,4,15,0,N,cache,0,1,0,37,27.1
8919,15,4,14,0,N,cache,0,1,0,34,29.7
8920,17,4,14,0,N,cache,0,1,0,36,27.9
8921,17,5,14,0,N,cache,0,1,0,36,27.4
8922,15,4,15,0,N,cache,0,1,0,34,29.7
8923,17,4,14,0,N,cache,0,1,0,35,28.4
8924,17,4,15,0,N,cache,0,1,0,36,27.9
8925,15,4,14,0,N,cache,0,1,0,34,29.8
8926,17,4,15,0,N,cache,0,0,0,36,28.1
8927,17,4,14,0,N,cache,0,0,0,35,28.5
8928,17,4,14,0,N,cache,0,0,0,35,28.4
8929,17,4,14,0,N,cache,0,0,0,35,28.6
8930,17,4,14,0,N,cache,0,0,0,35,28.3
8931,18,4,14,0,N,cache,0,0,0,36,27.7
8932,17,4,14,0,N,cache,0,0,0,35,28.7
8933,17,4,15,0,N,cache,0,0,0,36,27.8
8934,16,4,14,0,N,cache,0,0,0,34,29.6
8935,17,4,14,0,N,cache,0,0,0,35,28.3
8936,19,4,14,0,N,cache,0,0,0,37,27.1
8937,16,4,14,0,N,cache,0,0,0,34,29.7
8938,17,4,15,0,N,cache,0,0,0,36,28.0
8939,18,4,14,0,N,none,0,0,0,36,28.0
8940,17,5,14,0,N,none,0,0,0,36,28.1
8941,16,4,14,0,N,none,0,0,0,35,29.0
8942,17,4,15,0,N,none,0,0,0,36,27.9
8943,16,4,14,0,N,none,0,0,0,35,28.9
8944,17,4,14,0,N,none,0,0,0,35,28.4
8945,17,4,14,0,N,none,0,0,0,36,28.0
8946,17,5,14,0,N,none,0,0,0,36,27.9
8947,16,4,14,0,N,none,0,0,0,34,29.3
8948,17,4,14,0,N,none,0,0,0,35,28.2
8949,17,4,14,0,N,none,0,0,0,35,28.3
8950,17,4,15,0,N,none,0,0,0,36,28.0
8951,17,4,15,0,N,none,0,0,0,35,28.4
8952,18,4,14,0,N,none,0,0,0,36,27.8
8953,16,4,15,28,Y,fresh,2,0,0,64,15.7
8954,0,4,15,0,N,cache,0,0,0,18,54.3
8955,5,4,15,29,Y,fresh,2,0,0,54,18.4
8956,0,5,15,23,Y,fresh,2,0,0,45,22.3
8957,0,5,16,24,Y,fresh,4,0,0,50,20.2
8958,0,4,15,0,N,cache,0,0,0,19,52.9
8959,14,4,14,27,Y,fresh,2,0,0,62,16.2
8960,0,4,15,0,N,cache,0,0,0,19,52.4
8961,5,4,14,0,N,cache,0,0,0,23,43.9
8962,17,4,15,0,N,cache,0,0,0,35,28.4
8963,16,4,14,0,N,cache,0,0,0,35,29.0
8964,17,4,16,26,Y,fresh,2,1,1,65,15.3
8965,0,4,15,27,Y,fresh,2,1,1,48,20.7
8966,0,5,16,24,Y,fresh,2,1,1,47,21.2
8967,0,4,15,26,Y,fresh,2,1,1,46,21.5
8968,0,4,15,23,Y,fresh,2,1,0,44,22.8
8969,0,4,15,24,Y,fresh,2,1,0,45,22.2
8970,0,4,16,0,N,cache,0,1,0,20,49.8
8971,1,4,14,24,Y,fresh,2,1,0,46,21.8
8972,0,4,15,28,Y,fresh,2,1,1,48,20.7
8973,0,4,18,0,Y,cache,2,1,1,24,41.6
8974,2,5,14,0,Y,cache,2,1,1,23,43.2
8975,14,4,14,0,N,cache,0,1,0,33,30.5
8976,17,4,14,0,N,cache,0,1,0,35,28.2
8977,18,4,14,0,N,cache,0,1,0,36,27.6
8978,16,4,14,0,N,cache,0,1,0,34,29.1
8979,16,4,14,0,N,cache,0,1,0,34,29.3
8980,17,4,14,0,N,cache,0,1,0,35,28.5
8981,16,4,15,0,N,cache,0,1,0,35,28.5
8982,18,4,14,0,N,cache,0,1,0,36,27.5
8983,17,4,15,0,N,cache,0,1,0,35,28.4
8984,16,4,15,0,N,cache,0,1,0,35,29.0
8985,17,4,15,0,N,cache,0,1,0,35,28.4
8986,16,4,15,26,Y,fresh,3,2,1,64,15.5
8987,0,4,15,26,Y,fresh,3,2,1,48,20.7
8988,0,4,15,24,Y,fresh,4,2,1,47,21.4
8989,0,4,17,26,Y,fresh,3,2,1,50,20.2
8990,0,4,15,0,N,cache,0,2,0,19,51.6
8991,5,4,15,0,N,cache,0,2,0,24,41.9
8992,17,4,15,0,N,cache,0,2,0,35,28.2
8993,17,4,14,0,N,cache,0,2,0,36,28.0
8994,17,4,14,0,N,cache,0,2,0,35,28.4
8995,16,4,15,0,N,cache,0,2,0,35,28.9
8996,17,4,15,0,N,cache,0,2,0,35,28.2
8997,16,4,14,0,N,cache,0,2,0,34,29.2
8998,17,4,15,0,N,cache,0,2,0,36,27.8
8999,16,4,14,0,N,cache,0,2,0,34,29.1
9000,18,4,14,0,N,cache,0,2,0,37,26.9
9001,15,4,15,0,N,cache,0,2,0,34,29.4
9002,16,4,15,0,N,cache,0,2,0,35,28.8
9003,19,5,15,0,N,cache,0,2,0,38,26.0
9004,15,4,14,0,N,cache,0,2,0,33,30.2
9005,16,4,14,0,N,cache,0,1,0,34,29.3
9006,17,4,15,0,N,cache,0,1,0,36,27.7
9007,16,4,15,0,N,cache,0,1,0,35,28.7
9008,16,4,14,0,N,cache,0,1,0,35,28.8
9009,18,4,14,0,N,cache,0,1,0,36,27.6
9010,16,4,15,0,N,cache,0,1,0,34,29.1
9011,17,4,14,0,N,cache,0,1,0,35,28.6
9012,18,5,15,0,N,cache,0,1,0,38,26.6
9013,15,4,14,0,N,cache,0,1,0,33,30.3
9014,17,4,14,0,N,cache,0,1,0,35,28.3
9015,17,4,15,0,N,cache,0,1,0,36,28.1
9016,16,4,15,0,N,cache,0,1,0,35,28.2
9017,16,4,15,0,N,cache,0,1,0,35,28.9
9018,17,5,15,0,N,none,0,1,0,36,27.4
9019,15,5,15,0,N,none,0,1,0,35,28.3
9020,16,5,16,0,N,none,0,0,0,36,27.5
9021,14,6,15,0,N,none,0,0,0,35,28.5
9022,14,7,15,0,N,none,0,0,0,37,27.0
9023,12,5,15,0,N,none,0,0,0,32,31.4
9024,16,5,15,0,N,none,0,0,0,36,28.0
9025,15,5,15,0,N,none,0,0,0,35,28.6
9026,15,5,15,0,N,none,0,0,0,35,28.4
9027,16,5,15,0,N,none,0,0,0,36,27.8
9028,15,4,15,0,N,none,0,0,0,34,29.7
9029,16,4,14,0,N,none,0,0,0,34,29.0
9030,20,6,16,0,N,none,0,0,0,42,23.8
9031,11,5,16,0,N,none,0,0,0,32,31.0
9032,14,5,16,0,N,none,0,0,0,35,28.5
9033,14,5,16,0,N,none,0,0,0,35,28.7
9034,13,5,16,0,N,none,0,0,0,34,29.2
9035,14,5,17,0,N,none,0,0,0,36,28.0
9036,13,5,16,0,N,none,0,0,0,34,29.8
9037,15,5,16,0,N,none,0,0,0,36,28.0
9038,15,6,16,0,N,none,0,0,0,37,26.8
9039,13,5,16,0,N,none,0,0,0,35,28.9
9040,15,5,17,0,N,none,0,0,0,38,26.7
9041,12,5,17,0,N,none,0,0,0,34,29.4
9042,13,5,17,0,N,none,0,0,0,35,28.9
9043,13,5,16,0,N,none,0,0,0,34,29.5
9044,14,5,17,0,N,none,0,0,0,36,27.6
9045,15,5,16,0,N,none,0,0,0,36,27.6
9046,13,5,16,0,N,none,0,0,0,33,29.9
9047,14,5,17,0,N,none,0,0,0,35,28.3
9048,14,5,16,0,N,none,0,0,0,35,28.5
9049,13,5,16,0,N,none,0,0,0,35,29.0
9050,16,5,17,0,N,none,0,0,0,38,26.3
9051,12,5,16,0,N,none,0,0,0,34,29.8
9052,14,5,16,0,N,none,0,0,0,35,28.9
9053,14,5,16,0,N,none,0,0,0,35,28.9
9054,15,5,16,0,N,none,0,0,0,36,28.0
9055,14,5,16,0,N,none,0,0,0,35,28.8
9056,15,5,16,0,N,none,0,0,0,36,28.2
9057,14,5,16,0,N,none,0,0,0,35,28.7
9058,14,5,16,0,N,none,0,0,0,35,28.4
9059,15,5,17,0,N,none,0,0,0,38,26.6
9060,13,5,16,0,N,none,0,0,0,34,29.4
9061,13,5,16,0,N,none,0,0,0,33,30.3
9062,16,5,16,0,N,none,0,0,0,37,27.0
9063,13,5,16,0,N,none,0,0,0,34,29.8
9064,15,5,16,0,N,none,0,0,0,36,27.5
9065,14,5,16,0,N,none,0,0,0,36,28.0
9066,13,5,17,0,N,none,0,0,0,34,29.1
9067,13,5,16,0,N,none,0,0,0,34,29.7
9068,15,5,16,0,N,none,0,0,0,36,27.9
9069,13,5,16,0,N,none,0,0,0,34,29.0
9070,15,5,16,0,N,none,0,0,0,36,28.0
9071,14,5,16,0,N,none,0,0,0,35,28.7
9072,15,5,16,0,N,none,0,0,0,37,27.2
9073,15,6,17,0,N,none,0,0,0,39,25.9
9074,9,5,16,0,N,none,0,0,0,30,33.4
9075,14,5,16,0,N,none,0,0,0,35,28.8
9076,14,5,16,0,N,none,0,0,0,35,28.9
9077,16,5,16,0,N,none,0,0,0,37,27.0
9078,13,5,17,0,N,none,0,0,0,35,28.9
9079,14,5,17,0,N,none,0,0,0,36,27.7
9080,13,5,16,0,N,none,0,0,0,34,29.2
9081,15,5,16,0,N,none,0,0,0,35,28.6
9082,15,5,16,0,N,none,0,0,0,35,28.3
9083,13,5,16,0,N,none,0,0,0,33,30.2
9084,15,5,17,0,N,none,0,0,0,37,27.1
9085,14,5,17,0,N,none,0,0,0,35,28.5
9086,13,5,16,0,N,none,0,0,0,34,29.3
9087,16,5,16,0,N,none,0,0,0,36,27.4
9088,14,5,16,0,N,none,0,0,0,35,28.2
9089,13,5,16,0,N,none,0,0,0,34,29.7
9090,14,5,17,0,N,none,0,0,0,36,27.9
9091,12,5,16,0,N,none,0,0,0,33,30.0
9092,15,5,16,0,N,none,0,0,0,35,28.2
9093,14,5,16,0,N,none,0,0,0,35,29.0
9094,15,5,16,0,N,none,0,0,0,36,28.0
9095,15,5,16,0,N,none,0,0,0,36,27.8
9096,14,5,16,0,N,none,0,0,0,35,28.9
9097,14,5,16,0,N,none,0,0,0,36,28.2
9098,15,6,24,0,N,none,0,0,0,44,22.6
9099,6,6,17,0,N,none,0,0,0,29,34.4
9100,11,5,16,0,N,none,0,0,0,32,31.1
9101,15,5,16,0,N,none,0,0,0,36,27.9
9102,13,5,17,0,N,none,0,0,0,35,28.8
9103,14,5,16,0,N,none,0,0,0,35,28.5
9104,14,5,18,0,N,none,0,0,0,37,27.0
9105,12,5,16,0,N,none,0,0,0,34,29.8
9106,14,5,16,0,N,none,0,0,0,35,28.9
9107,14,5,16,0,N,none,0,0,0,34,29.3
9108,15,5,16,0,N,none,0,0,0,36,28.1
9109,15,5,16,0,N,none,0,0,0,36,27.8
9110,15,5,16,0,N,none,0,0,0,36,27.8
9111,13,5,16,0,N,none,0,0,0,35,28.9
9112,14,5,16,0,N,none,0,0,0,35,28.2
9113,13,5,17,0,N,none,0,0,0,35,28.7
9114,14,6,17,0,N,none,0,0,0,36,27.6
9115,12,6,16,0,N,none,0,0,0,35,28.8
9116,13,6,17,0,N,none,0,0,0,36,27.9
9117,13,6,17,0,N,none,0,0,0,35,28.5
9118,13,6,17,0,N,none,0,0,0,35,28.2
9119,13,6,17,0,N,none,0,0,0,36,27.6
9120,12,7,17,0,N,none,0,0,0,36,27.8
9121,11,6,17,0,N,none,0,0,0,34,29.5
9122,12,5,16,0,N,none,0,0,0,33,30.3
9123,14,6,17,0,N,none,0,0,0,37,27.3
9124,13,6,16,0,N,none,0,0,0,35,29.0
9125,14,5,16,0,N,none,0,0,0,34,29.4
9126,15,5,16,0,N,none,0,0,0,36,28.1
9127,14,5,16,0,N,none,0,0,0,35,28.7
9128,15,5,16,0,N,none,0,0,0,36,27.9
9129,16,5,16,0,N,none,0,0,0,37,27.1
9130,14,5,16,0,N,none,0,0,0,35,28.4
9131,13,5,16,0,N,none,0,0,0,34,29.0
9132,14,5,16,0,N,none,0,0,0,35,28.7
9133,14,5,16,0,N,none,0,0,0,35,28.4
9134,14,5,16,0,N,none,0,0,0,35,28.5
9135,14,5,49,0,N,none,0,0,0,68,14.8
9136,0,6,17,0,N,none,0,0,0,23,44.0
9137,4,5,17,0,N,none,0,0,0,26,38.6
9138,16,5,16,0,N,none,0,0,0,36,27.4
9139,15,5,16,0,N,none,0,0,0,36,28.0
9140,14,5,16,0,N,none,0,0,0,35,28.5
9141,14,5,16,0,N,none,0,0,0,35,28.3
9142,14,5,16,0,N,none,0,0,0,35,28.6
9143,14,5,17,0,N,none,0,0,0,36,27.4
9144,13,5,18,0,N,none,0,0,0,35,28.2
9145,12,5,16,0,N,none,0,0,0,34,29.7
9146,15,5,17,0,N,none,0,0,0,36,27.5
9147,11,5,17,0,N,none,0,0,0,32,30.8
9148,14,5,16,0,N,none,0,0,0,35,28.6
9149,14,5,16,0,N,none,0,0,0,35,28.5
9150,14,5,16,0,N,none,0,0,0,35,28.5
9151,14,5,16,0,N,none,0,0,0,35,28.5
9152,14,5,17,0,N,none,0,0,0,36,27.7
9153,14,6,16,0,N,none,0,0,0,36,28.1
9154,12,5,16,0,N,none,0,0,0,34,29.8
9155,13,5,16,0,N,none,0,0,0,34,29.6
9156,14,5,16,0,N,none,0,0,0,36,28.1
9157,14,5,17,0,N,none,0,0,0,36,28.0
9158,14,5,16,0,N,none,0,0,0,35,28.3
9159,14,5,16,0,N,none,0,0,0,35,28.3
9160,14,5,17,0,N,none,0,0,0,36,27.6
9161,13,5,16,0,N,none,0,0,0,34,29.3
9162,14,5,16,0,N,none,0,0,0,35,28.8
9163,14,5,16,0,N,none,0,0,0,35,28.7
9164,15,5,17,0,N,none,0,0,0,37,27.2
9165,14,6,17,0,N,none,0,0,0,37,27.1
9166,11,5,17,0,N,none,0,0,0,33,30.0
9167,13,5,16,0,N,none,0,0,0,35,29.0
9168,14,5,16,0,N,none,0,0,0,35,28.5
9169,13,5,16,0,N,none,0,0,0,34,29.7
9170,15,5,16,0,N,none,0,0,0,35,28.2
9171,15,5,16,0,N,none,0,0,0,36,27.9
9172,14,5,17,0,N,none,0,0,0,36,27.8
9173,13,5,16,0,N,none,0,0,0,35,28.8
9174,13,5,16,0,N,none,0,0,0,35,28.8
9175,14,5,16,0,N,none,0,0,0,35,28.3
9176,14,5,17,0,N,none,0,0,0,35,28.2
9177,14,5,16,0,N,none,0,0,0,35,28.2
9178,13,5,16,0,N,none,0,0,0,35,28.9
9179,13,5,16,0,N,none,0,0,0,35,28.8
9180,15,5,16,0,N,none,0,0,0,36,27.8
9181,13,5,17,0,N,none,0,0,0,35,28.9
9182,14,5,17,0,N,none,0,0,0,35,28.6
9183,13,5,17,0,N,none,0,0,0,35,28.6
9184,13,5,17,0,N,none,0,0,0,35,28.7
9185,13,5,16,0,N,none,0,0,0,34,29.1
9186,14,5,17,0,N,none,0,0,0,36,28.1
9187,13,5,17,0,N,none,0,0,0,35,28.6
9188,13,5,16,0,N,none,0,0,0,34,29.0
9189,14,5,16,0,N,none,0,0,0,35,28.5
9190,15,5,17,0,N,none,0,0,0,37,27.2
9191,12,5,16,0,N,none,0,0,0,33,30.0
9192,14,5,16,0,N,none,0,0,0,36,28.1
9193,14,5,16,0,N,none,0,0,0,35,28.3
9194,14,5,17,0,N,none,0,0,0,36,28.2
9195,13,6,16,0,N,none,0,0,0,35,28.2
9196,13,5,16,0,N,none,0,0,0,33,30.0
9197,14,5,16,0,N,none,0,0,0,35,28.6
9198,15,5,17,0,N,none,0,0,0,36,27.7
9199,14,5,17,0,N,none,0,0,0,36,27.8
9200,13,5,16,0,N,none,0,0,0,35,28.9
9201,14,5,17,0,N,none,0,0,0,35,28.3
9202,13,5,16,0,N,none,0,0,0,34,29.3
9203,14,5,16,0,N,none,0,0,0,35,28.8
9204,13,5,16,0,N,none,0,0,0,34,29.3
9205,14,5,17,0,N,none,0,0,0,36,27.9
9206,14,5,16,0,N,none,0,0,0,35,28.5
9207,14,5,17,0,N,none,0,0,0,35,28.4
9208,13,6,17,0,N,none,0,0,0,36,28.1
9209,13,5,16,0,N,none,0,0,0,34,29.3
9210,14,5,17,0,N,none,0,0,0,36,28.1
9211,13,5,16,0,N,none,0,0,0,35,28.9
9212,14,5,16,0,N,none,0,0,0,35,28.2
9213,13,5,17,0,N,none,0,0,0,35,28.8
9214,14,5,17,0,N,none,0,0,0,35,28.4
9215,13,5,16,0,N,none,0,0,0,35,28.9
9216,14,5,16,0,N,none,0,0,0,35,28.2
9217,14,5,17,0,N,none,0,0,0,35,28.4
9218,14,5,16,0,N,none,0,0,0,35,28.6
9219,13,5,16,0,N,none,0,0,0,34,29.0
9220,14,5,16,0,N,none,0,0,0,35,28.6
9221,14,6,17,0,N,none,0,0,0,36,27.7
9222,13,5,17,0,N,none,0,0,0,35,28.9
9223,13,6,17,0,N,none,0,0,0,36,27.8
9224,13,6,17,0,N,none,0,0,0,36,27.6
9225,11,6,16,0,N,none,0,0,0,34,29.4
9226,12,5,17,0,N,none,0,0,0,33,29.9
9227,14,5,16,0,N,none,0,0,0,34,29.1
9228,14,5,16,0,N,none,0,0,0,35,28.3
9229,14,5,16,0,N,none,0,0,0,35,28.6
9230,15,5,16,0,N,none,0,0,0,36,27.9
9231,14,5,17,0,N,none,0,0,0,35,28.3
9232,14,5,16,0,N,none,0,0,0,35,28.6
9233,14,5,16,0,N,none,0,0,0,36,28.2
9234,14,5,17,0,N,none,0,0,0,35,28.3
9235,13,5,16,0,N,none,0,0,0,34,29.2
9236,14,6,17,0,N,none,0,0,0,37,27.1
9237,12,5,17,0,N,none,0,0,0,33,29.9
9238,14,5,16,0,N,none,0,0,0,35,28.5
9239,14,5,17,0,N,none,0,0,0,35,28.3
9240,13,5,16,0,N,none,0,0,0,35,28.5
9241,13,5,16,0,N,none,0,0,0,35,29.0
9242,14,5,49,0,N,none,0,0,0,68,14.7
9243,0,6,18,0,N,none,0,0,0,24,42.2
9244,2,7,17,0,N,none,0,0,0,26,38.4
9245,2,6,17,0,N,none,0,0,0,26,39.0
9246,11,6,16,0,N,none,0,0,0,33,30.2
9247,12,4,14,0,N,none,0,0,0,30,33.3
9248,17,4,15,0,N,none,0,0,0,36,28.1
9249,17,4,14,0,N,none,0,0,0,35,28.6
9250,17,4,15,0,N,none,0,0,0,35,28.2
9251,17,4,14,0,N,none,0,0,0,35,28.3
9252,18,4,15,0,N,none,0,0,0,37,27.0
9253,15,4,15,0,N,none,0,0,0,33,29.9
9254,17,4,15,0,N,none,0,0,0,35,28.5
9255,17,4,15,0,N,none,0,0,0,35,28.4
9256,16,4,14,0,N,none,0,0,0,35,28.8
9257,17,4,14,0,N,none,0,0,0,35,28.4
9258,18,4,15,0,N,none,0,0,0,36,27.4
9259,15,5,15,0,N,none,0,0,0,35,28.3
9260,15,5,15,0,N,none,0,0,0,35,28.8
9261,15,4,14,0,N,none,0,0,0,33,30.3
9262,17,4,14,0,N,none,0,0,0,35,28.5
9263,17,4,14,0,N,none,0,0,0,36,28.1
9264,17,4,15,0,N,none,0,0,0,35,28.4
9265,16,5,15,0,N,none,0,0,0,37,27.3
9266,15,4,15,0,N,none,0,0,0,34,29.7
9267,17,4,15,0,N,none,0,0,0,36,27.9
9268,16,4,14,0,N,none,0,0,0,34,29.4
9269,17,4,14,0,N,none,0,0,0,36,27.9
9270,16,4,14,0,N,none,0,0,0,35,28.9
9271,17,4,14,0,N,none,0,0,0,35,28.4
9272,17,4,14,0,N,none,0,0,0,35,28.3
9273,17,4,14,0,N,none,0,0,0,35,28.3
9274,17,4,15,0,N,none,0,0,0,36,28.1
9275,16,4,14,0,N,none,0,0,0,35,29.0
9276,17,4,14,0,N,none,0,0,0,35,28.4
9277,17,4,15,0,N,none,0,0,0,35,28.5
9278,17,4,14,0,N,none,0,0,0,35,28.6
9279,17,4,14,0,N,none,0,0,0,35,28.6
9280,17,4,15,0,N,none,0,0,0,36,27.6
9281,16,4,14,0,N,none,0,0,0,35,28.9
9282,17,4,15,0,N,none,0,0,0,35,28.4
9283,17,4,14,0,N,none,0,0,0,35,28.2
9284,16,4,15,0,N,none,0,0,0,35,28.5
9285,17,4,14,0,N,none,0,0,0,35,28.8
9286,19,4,15,0,N,none,0,0,0,38,26.3
9287,14,4,15,0,N,none,0,0,0,33,30.1
9288,16,4,14,0,N,none,0,0,0,34,29.1
9289,17,4,14,0,N,none,0,0,0,35,28.3
9290,17,4,15,0,N,none,0,0,0,37,27.3
9291,15,4,14,0,N,none,0,0,0,33,30.0
9292,17,4,14,0,N,none,0,0,0,35,28.4
9293,17,8,15,0,N,none,0,0,0,39,25.4
9294,13,4,15,0,N,none,0,0,0,31,32.0
9295,16,5,15,0,N,none,0,0,0,35,28.4
9296,16,4,14,0,N,none,0,0,0,35,28.6
9297,16,4,14,0,N,none,0,0,0,34,29.3
9298,17,4,14,0,N,none,0,0,0,36,28.0
9299,17,4,15,0,N,none,0,0,0,35,28.4
9300,16,4,14,0,N,none,0,0,0,35,28.7
9301,17,4,14,0,N,none,0,0,0,36,28.1
9302,17,4,15,0,N,none,0,0,0,36,28.0
9303,16,4,14,0,N,none,0,0,0,34,29.0
9304,17,4,15,0,N,none,0,0,0,36,27.8
9305,17,4,15,0,N,none,0,0,0,35,28.3
9306,16,4,15,0,N,none,0,0,0,34,29.1
9307,16,4,14,0,N,none,0,0,0,35,28.9
9308,17,4,15,0,N,none,0,0,0,36,28.0
9309,17,4,15,0,N,none,0,0,0,36,28.1
9310,17,4,14,0,N,none,0,0,0,35,28.3
9311,16,4,14,0,N,none,0,0,0,35,28.7
9312,16,4,14,0,N,none,0,0,0,34,29.4
9313,17,4,14,0,N,none,0,0,0,35,28.4
9314,17,4,15,0,N,none,0,0,0,36,28.1
9315,17,4,14,0,N,none,0,0,0,35,28.6
9316,19,4,15,0,N,none,0,0,0,37,26.8
9317,15,4,14,0,N,none,0,0,0,33,30.1
9318,16,4,15,0,N,none,0,0,0,34,29.0
9319,17,4,14,0,N,none,0,0,0,35,28.7
9320,17,4,14,0,N,none,0,0,0,36,28.1
9321,17,4,15,0,N,none,0,0,0,36,27.9
9322,16,4,15,0,N,none,0,0,0,35,28.7
9323,16,4,15,0,N,none,0,0,0,35,28.5
9324,17,4,14,0,N,none,0,0,0,36,28.2
9325,16,4,14,0,N,none,0,0,0,35,28.6
9326,18,4,15,0,N,none,0,0,0,37,27.1
9327,15,4,15,0,N,none,0,0,0,33,30.3
9328,17,4,14,0,N,none,0,0,0,35,28.5
9329,17,4,15,0,N,none,0,0,0,36,28.1
9330,16,4,15,0,N,none,0,0,0,35,28.4
9331,16,4,14,0,N,none,0,0,0,35,28.9
9332,17,4,14,0,N,none,0,0,0,35,28.2
9333,17,4,14,0,N,none,0,0,0,35,28.4
9334,17,4,14,0,N,none,0,0,0,35,28.2
9335,17,4,14,0,N,none,0,0,0,35,28.5
9336,17,4,14,0,N,none,0,0,0,35,28.4
9337,19,8,14,0,N,none,0,0,0,41,24.4
9338,11,4,15,0,N,none,0,0,0,30,33.4
9339,16,4,14,0,N,none,0,0,0,35,29.0
9340,17,4,14,0,N,none,0,0,0,35,28.3
9341,17,4,15,0,N,none,0,0,0,35,28.2
9342,17,4,14,0,N,none,0,0,0,35,28.5
9343,17,4,14,0,N,none,0,0,0,35,28.5
9344,17,4,14,0,N,none,0,0,0,35,28.2
9345,17,4,14,0,N,none,0,0,0,35,28.5
9346,17,4,15,0,N,none,0,0,0,35,28.3
9347,17,4,15,0,N,none,0,0,0,36,28.0
9348,16,4,14,0,N,none,0,0,0,34,29.4
9349,17,4,14,0,N,none,0,0,0,35,28.4
9350,18,4,15,0,N,none,0,0,0,37,27.4
9351,16,4,14,0,N,none,0,0,0,34,29.2
9352,17,5,15,0,N,none,0,0,0,37,27.3
9353,14,4,14,0,N,none,0,0,0,32,30.9
9354,17,4,15,0,N,none,0,0,0,35,28.3
9355,18,4,15,0,N,none,0,0,0,37,27.0
9356,15,4,14,0,N,none,0,0,0,34,29.6
9357,16,4,15,0,N,none,0,0,0,35,28.7
9358,17,4,14,0,N,none,0,0,0,36,28.1
9359,17,4,15,0,N,none,0,0,0,35,28.6
9360,17,4,15,0,N,none,0,0,0,35,28.4
9361,16,4,14,0,N,none,0,0,0,35,28.6
9362,17,4,15,0,N,none,0,0,0,36,28.0
9363,16,4,15,0,N,none,0,0,0,35,28.5
9364,17,4,14,0,N,none,0,0,0,35,28.2
9365,16,4,14,0,N,none,0,0,0,35,28.7
9366,17,4,15,0,N,none,0,0,0,35,28.5
9367,17,4,15,0,N,none,0,0,0,36,27.9
9368,17,4,15,0,N,none,0,0,0,35,28.4
9369,16,4,14,0,N,none,0,0,0,35,28.8
9370,17,4,14,0,N,none,0,0,0,35,28.2
9371,18,4,15,0,N,none,0,0,0,36,27.5
9372,16,5,15,0,N,none,0,0,0,36,27.5
9373,15,5,15,0,N,none,0,0,0,35,28.4
9374,14,5,15,0,N,none,0,0,0,35,28.9
9375,15,4,14,0,N,none,0,0,0,33,30.3
9376,17,4,15,0,N,none,0,0,0,35,28.3
9377,17,4,15,0,N,none,0,0,0,36,28.1
9378,17,4,15,0,N,none,0,0,0,35,28.6
9379,17,4,14,0,N,none,0,0,0,35,28.4
9380,17,5,14,0,N,none,0,0,0,36,27.5
9381,16,4,15,0,N,none,0,0,0,35,28.9
9382,16,4,15,0,N,none,0,0,0,35,28.6
9383,17,4,14,0,N,none,0,0,0,35,28.5
9384,17,4,14,0,N,none,0,0,0,35,28.2
9385,18,4,14,0,N,none,0,0,0,36,27.9
9386,16,4,15,0,N,none,0,0,0,35,28.3
9387,17,5,17,0,N,none,0,0,0,39,25.9
9388,14,5,16,0,N,none,0,0,0,35,28.5
9389,14,5,16,0,N,none,0,0,0,35,28.5
9390,14,5,17,0,N,none,0,0,0,35,28.3
9391,13,5,16,0,N,none,0,0,0,34,29.2
9392,14,5,17,0,N,none,0,0,0,36,27.9
9393,14,5,17,0,N,none,0,0,0,35,28.4
9394,14,5,17,0,N,none,0,0,0,36,28.1
9395,13,5,17,0,N,none,0,0,0,35,28.6
9396,14,5,16,0,N,none,0,0,0,35,28.8
9397,18,5,17,0,N,none,0,0,0,40,24.9
9398,9,5,17,0,N,none,0,0,0,31,32.8
9399,14,5,16,0,N,none,0,0,0,35,28.3
9400,14,5,17,0,N,none,0,0,0,36,28.1
9401,13,5,16,0,N,none,0,0,0,34,29.2
9402,14,5,16,0,N,none,0,0,0,35,28.4
9403,14,5,17,0,N,none,0,0,0,35,28.3
9404,13,5,16,0,N,none,0,0,0,34,29.4
9405,15,4,16,0,N,none,0,0,0,35,28.4
9406,15,5,16,0,N,none,0,0,0,35,28.3
9407,14,5,16,0,N,none,0,0,0,36,28.1
9408,14,5,17,0,N,none,0,0,0,36,27.9
9409,13,5,16,0,N,none,0,0,0,34,29.0
9410,14,6,17,0,N,none,0,0,0,36,27.7
9411,13,5,17,0,N,none,0,0,0,35,28.7
9412,13,5,17,0,N,none,0,0,0,34,29.0
9413,13,5,16,0,N,none,0,0,0,35,28.9
9414,14,6,17,0,N,none,0,0,0,36,27.5
9415,13,5,17,0,N,none,0,0,0,34,29.1
9416,13,5,17,0,N,none,0,0,0,35,28.7
9417,15,7,17,0,N,none,0,0,0,39,25.9
9418,10,4,16,0,N,none,0,0,0,31,32.4
9419,14,5,16,0,N,none,0,0,0,35,28.5
9420,14,5,16,0,N,none,0,0,0,35,28.6
9421,14,5,17,0,N,none,0,0,0,36,27.8
9422,14,5,16,0,N,none,0,0,0,36,28.2
9423,12,5,17,0,N,none,0,0,0,34,29.7
9424,14,5,17,0,N,none,0,0,0,35,28.2
9425,13,5,17,0,N,none,0,0,0,35,28.7
