frame,cap,rect,detect,depth,det,mode,track,n_tracks,n_dets,total,fps
4120,14,5,16,0,N,none,0,0,0,35,28.4
4121,13,6,17,0,N,none,0,0,0,36,27.4
4122,13,6,16,0,N,none,0,0,0,36,27.9
4123,12,5,16,0,N,none,0,0,0,33,30.7
4124,14,5,16,0,N,none,0,0,0,35,28.4
4125,15,5,16,0,N,none,0,0,0,36,28.0
4126,14,5,16,0,N,none,0,0,0,35,28.7
4127,15,5,16,0,N,none,0,0,0,36,27.9
4128,14,5,16,0,N,none,0,0,0,35,28.5
4129,14,5,17,0,N,none,0,0,0,36,27.5
4130,13,5,17,0,N,none,0,0,0,35,28.9
4131,14,5,16,0,N,none,0,0,0,35,28.6
4132,14,5,16,0,N,none,0,0,0,35,28.5
4133,15,5,16,0,N,none,0,0,0,36,28.0
4134,13,5,16,0,N,none,0,0,0,34,29.6
4135,15,5,16,0,N,none,0,0,0,36,27.9
4136,15,5,16,0,N,none,0,0,0,35,28.5
4137,15,5,16,0,N,none,0,0,0,36,27.9
4138,14,5,16,0,N,none,0,0,0,35,28.2
4139,14,5,16,0,N,none,0,0,0,35,28.4
4140,14,5,17,0,N,none,0,0,0,35,28.3
4141,14,6,16,0,N,none,0,0,0,36,27.7
4142,13,6,17,0,N,none,0,0,0,36,28.1
4143,13,6,17,0,N,none,0,0,0,35,28.4
4144,13,5,16,0,N,none,0,0,0,34,29.7
4145,14,5,17,0,N,none,0,0,0,36,27.5
4146,13,5,16,0,N,none,0,0,0,34,29.4
4147,14,5,16,0,N,none,0,0,0,35,28.4
4148,14,5,17,33,Y,fresh,0,1,1,69,14.4
4149,0,6,18,27,Y,fresh,1,1,0,51,19.5
4150,0,4,14,0,N,cache,0,1,0,19,52.6
4151,9,4,14,26,Y,fresh,1,1,0,54,18.6
4152,0,5,15,0,N,cache,0,1,0,20,50.9
4153,6,4,15,0,N,cache,0,1,0,26,39.2
4154,16,4,15,0,N,cache,0,1,0,35,28.6
4155,16,4,14,27,Y,fresh,3,1,0,64,15.5
4156,0,4,16,25,Y,fresh,3,2,1,48,20.8
4157,0,4,15,24,Y,fresh,3,3,1,46,21.7
4158,0,4,15,0,N,cache,0,3,0,19,51.5
4159,1,5,14,0,N,cache,0,3,0,21,48.3
4160,12,4,15,0,N,cache,0,3,0,31,32.3
4161,17,4,16,0,N,cache,0,3,0,37,27.2
4162,14,5,14,0,N,cache,0,3,0,34,29.8
4163,17,4,15,0,N,cache,0,3,0,36,27.8
4164,15,5,15,0,N,cache,0,3,0,35,28.2
4165,15,6,15,0,N,cache,0,3,0,37,27.4
4166,15,4,14,0,N,cache,0,3,0,33,30.3
4167,16,4,14,0,N,cache,0,3,0,35,28.7
4168,16,4,14,0,N,cache,0,3,0,35,28.7
4169,18,4,14,0,N,cache,0,3,0,36,27.4
4170,16,4,15,28,Y,fresh,2,3,0,65,15.3
4171,0,4,15,0,N,cache,0,3,0,19,52.3
4172,4,4,14,28,Y,fresh,2,4,1,53,19.0
4173,0,4,15,25,Y,fresh,2,4,1,46,21.8
4174,0,4,16,25,Y,fresh,3,4,1,48,21.0
4175,0,4,15,27,Y,fresh,2,4,1,49,20.4
4176,0,4,15,25,Y,fresh,2,4,1,46,21.6
4177,0,4,15,25,Y,fresh,2,4,1,46,21.6
4178,0,4,16,26,Y,fresh,3,4,0,49,20.4
4179,0,5,14,28,Y,fresh,3,4,1,50,20.1
4180,0,4,16,23,Y,fresh,3,4,1,46,21.6
4181,0,4,15,26,Y,fresh,3,4,1,49,20.5
4182,0,4,14,0,N,cache,0,3,0,18,54.3
4183,16,4,14,26,Y,fresh,3,3,0,63,15.9
4184,0,4,15,26,Y,fresh,5,3,0,50,20.1
4185,0,4,16,0,N,cache,0,3,0,20,49.8
4186,13,4,15,0,N,cache,0,3,0,32,30.8
4187,15,4,15,0,N,cache,0,2,0,34,29.7
4188,17,4,16,28,Y,fresh,3,1,0,67,14.9
4189,0,5,15,0,N,cache,0,1,0,20,49.5
4190,2,4,14,0,N,cache,0,1,0,20,48.9
4191,14,4,14,0,N,cache,0,1,0,32,30.8
4192,16,4,15,28,Y,fresh,5,1,1,68,14.7
4193,0,4,15,0,Y,cache,5,1,1,24,42.3
4194,0,4,15,25,Y,fresh,5,1,1,49,20.5
4195,0,4,15,30,Y,fresh,6,2,2,55,18.2
4196,0,4,15,25,Y,fresh,4,2,2,47,21.3
4197,0,4,15,0,N,cache,0,2,0,20,50.6
4198,3,5,14,26,Y,fresh,2,2,0,50,19.9
4199,0,5,15,0,N,cache,0,2,0,20,49.6
4200,3,5,14,0,N,cache,0,2,0,22,44.5
4201,15,4,14,0,N,cache,0,2,0,33,30.1
4202,17,5,15,0,N,cache,0,2,0,36,27.4
4203,16,4,15,0,N,cache,0,2,0,34,29.2
4204,17,5,14,0,N,cache,0,2,0,36,27.7
4205,16,4,15,0,N,cache,0,2,0,35,28.9
4206,15,4,15,0,N,cache,0,2,0,34,29.4
4207,16,5,14,0,N,cache,0,2,0,35,28.4
4208,16,4,15,0,N,cache,0,2,0,35,28.7
4209,17,4,15,0,N,cache,0,2,0,36,27.7
4210,16,4,15,25,Y,fresh,2,2,0,63,15.9
4211,0,4,15,0,N,cache,0,2,0,18,54.1
4212,5,4,15,0,N,cache,0,2,0,25,40.5
4213,15,5,15,0,N,cache,0,2,0,35,28.4
4214,15,5,15,0,N,cache,0,2,0,35,28.5
4215,15,4,14,0,N,cache,0,2,0,34,29.4
4216,18,4,14,0,N,cache,0,2,0,37,27.3
4217,16,4,14,0,N,cache,0,2,0,34,29.4
4218,17,5,15,0,N,cache,0,2,0,37,27.0
4219,15,4,14,0,N,cache,0,2,0,33,29.9
4220,17,4,15,0,N,cache,0,2,0,36,27.5
4221,17,4,15,0,N,cache,0,2,0,36,27.6
4222,15,4,14,0,N,cache,0,2,0,33,30.1
4223,18,4,14,0,N,cache,0,2,0,36,27.8
4224,17,4,14,0,N,cache,0,2,0,36,28.0
4225,15,4,14,0,N,cache,0,2,0,34,29.7
4226,17,4,15,0,N,cache,0,2,0,35,28.3
4227,17,4,14,0,N,cache,0,1,0,35,28.6
4228,17,4,15,0,N,cache,0,1,0,36,27.8
4229,16,4,14,0,N,cache,0,1,0,34,29.3
4230,17,4,16,0,N,cache,0,1,0,37,26.9
4231,15,4,15,0,N,cache,0,1,0,33,29.9
4232,17,4,15,0,N,cache,0,1,0,36,28.0
4233,17,5,15,0,N,cache,0,1,0,37,27.3
4234,15,5,15,0,N,cache,0,1,0,35,28.8
4235,15,5,15,0,N,cache,0,1,0,35,28.6
4236,17,5,16,0,N,cache,0,1,0,39,25.9
4237,12,5,15,0,N,cache,0,1,0,31,31.9
4238,15,4,14,0,N,cache,0,1,0,33,29.9
4239,17,4,14,0,N,none,0,1,0,35,28.6
4240,17,4,15,0,N,none,0,1,0,36,28.2
4241,17,4,14,0,N,none,0,0,0,35,28.7
4242,17,4,15,0,N,none,0,0,0,36,28.0
4243,18,4,14,0,N,none,0,0,0,36,27.9
4244,16,4,14,0,N,none,0,0,0,34,29.3
4245,17,4,15,0,N,none,0,0,0,35,28.4
4246,17,4,14,0,N,none,0,0,0,35,28.5
4247,17,4,15,0,N,none,0,0,0,36,27.5
4248,16,4,14,0,N,none,0,0,0,34,29.1
4249,17,4,14,0,N,none,0,0,0,35,28.4
4250,17,4,15,26,Y,fresh,1,0,0,63,15.9
4251,0,4,15,28,Y,fresh,1,0,0,48,20.8
4252,0,4,15,24,Y,fresh,1,0,0,44,22.6
4253,0,4,15,25,Y,fresh,1,0,0,45,22.4
4254,0,4,15,26,Y,fresh,1,0,0,47,21.4
4255,0,4,15,26,Y,fresh,1,0,0,45,22.2
4256,0,4,15,24,Y,fresh,1,0,0,44,22.5
4257,0,4,15,25,Y,fresh,1,0,0,46,21.8
4258,0,4,16,0,N,cache,0,0,0,20,49.6
4259,0,4,15,0,N,cache,0,0,0,19,52.8
4260,4,4,15,0,N,cache,0,0,0,23,43.5
4261,11,4,14,0,N,cache,0,0,0,29,34.4
4262,18,4,14,0,N,cache,0,0,0,37,27.4
4263,16,4,14,0,N,cache,0,0,0,34,29.3
4264,17,4,14,0,N,cache,0,0,0,35,28.4
4265,17,4,14,0,N,cache,0,0,0,35,28.3
4266,17,4,15,0,N,cache,0,0,0,36,27.5
4267,16,4,14,0,N,cache,0,0,0,35,29.0
4268,17,4,14,0,N,cache,0,0,0,35,28.5
4269,17,4,14,0,N,cache,0,0,0,35,28.2
4270,17,4,14,0,N,cache,0,0,0,35,28.5
4271,17,4,15,0,N,cache,0,0,0,35,28.3
4272,17,4,15,0,N,cache,0,0,0,36,28.0
4273,16,4,14,0,N,cache,0,0,0,34,29.1
4274,17,4,15,0,N,cache,0,0,0,36,27.9
4275,17,5,15,0,N,cache,0,0,0,38,26.4
4276,14,4,14,0,N,cache,0,0,0,33,30.7
4277,17,4,14,0,N,cache,0,0,0,35,28.4
4278,18,4,15,28,Y,fresh,1,0,0,66,15.2
4279,0,4,15,25,Y,fresh,1,1,1,46,21.9
4280,0,4,17,25,Y,fresh,2,1,1,48,20.8
4281,0,4,15,29,Y,fresh,2,1,1,49,20.3
4282,0,4,16,28,Y,fresh,2,1,1,51,19.7
4283,0,5,17,26,Y,fresh,1,1,1,50,20.1
4284,0,4,15,25,Y,fresh,1,1,1,45,22.0
4285,0,4,15,26,Y,fresh,2,1,0,47,21.3
4286,0,4,16,24,Y,fresh,2,1,0,46,21.7
4287,0,4,14,27,Y,fresh,2,1,0,47,21.4
4288,0,5,15,0,Y,cache,3,1,1,23,42.8
4289,0,5,15,0,Y,cache,2,1,1,22,45.8
4290,7,5,15,0,Y,cache,1,1,0,28,36.1
4291,14,5,15,0,Y,cache,1,1,1,36,28.1
4292,14,5,15,0,Y,cache,1,1,1,35,28.7
4293,15,5,15,0,Y,cache,1,1,1,35,28.4
4294,14,4,15,0,Y,cache,2,1,0,35,28.2
4295,15,4,15,0,Y,cache,2,1,0,35,28.2
4296,14,4,15,0,Y,cache,2,1,0,35,28.8
4297,16,5,15,0,Y,cache,1,1,0,36,27.5
4298,14,4,15,0,Y,cache,1,1,0,34,29.4
4299,16,4,14,0,N,cache,0,1,0,35,29.0
4300,16,4,14,0,N,cache,0,1,0,34,29.2
4301,18,4,15,0,N,cache,0,1,0,37,27.1
4302,15,4,14,0,N,cache,0,1,0,33,30.0
4303,17,4,15,0,N,cache,0,1,0,36,27.6
4304,16,4,15,0,N,cache,0,1,0,35,28.2
4305,16,4,15,0,N,cache,0,1,0,34,29.4
4306,17,4,15,0,N,cache,0,1,0,35,28.4
4307,17,4,15,0,N,cache,0,1,0,35,28.4
4308,16,4,14,0,N,cache,0,1,0,35,28.8
4309,17,4,15,0,N,cache,0,1,0,36,27.9
4310,17,4,15,0,N,cache,0,1,0,35,28.3
4311,17,4,14,0,N,cache,0,1,0,35,28.6
4312,17,4,15,0,N,cache,0,1,0,36,27.9
4313,16,4,14,0,N,cache,0,1,0,35,28.9
4314,16,4,15,0,N,cache,0,1,0,35,28.8
4315,17,4,15,0,N,cache,0,1,0,35,28.2
4316,16,5,15,0,N,none,0,1,0,36,27.9
4317,16,5,15,0,N,none,0,1,0,36,27.8
4318,14,5,14,0,N,none,0,1,0,34,29.6
4319,17,4,14,0,N,none,0,1,0,35,28.3
4320,16,4,14,0,N,none,0,1,0,34,29.1
4321,17,4,15,0,N,none,0,1,0,35,28.3
4322,18,4,15,0,N,none,0,1,0,36,27.7
4323,16,4,14,0,N,none,0,1,0,34,29.4
4324,17,4,15,0,N,none,0,1,0,35,28.4
4325,17,4,14,0,N,none,0,1,0,35,28.4
4326,18,4,14,0,N,none,0,1,0,36,27.7
4327,17,4,15,0,N,none,0,1,0,35,28.4
4328,16,4,14,0,N,none,0,1,0,34,29.3
4329,17,4,15,0,N,none,0,0,0,36,27.9
4330,16,4,15,0,N,none,0,0,0,35,28.4
4331,16,4,14,0,N,none,0,0,0,34,29.0
4332,18,4,14,0,N,none,0,0,0,36,27.6
4333,17,4,14,0,N,none,0,0,0,35,28.8
4334,17,4,14,0,N,none,0,0,0,35,28.6
4335,17,4,14,0,N,none,0,0,0,36,28.1
4336,16,4,15,0,N,none,0,0,0,35,28.2
4337,16,4,14,0,N,none,0,0,0,35,28.6
4338,17,4,15,0,N,none,0,0,0,36,28.0
4339,15,4,14,0,N,none,0,0,0,34,29.6
4340,17,4,14,0,N,none,0,0,0,35,28.6
4341,17,4,15,0,N,none,0,0,0,36,28.0
4342,16,4,15,0,N,none,0,0,0,35,28.7
4343,17,4,14,0,N,none,0,0,0,35,28.6
4344,17,4,15,0,N,none,0,0,0,36,27.9
4345,17,5,15,0,N,none,0,0,0,37,27.3
4346,15,4,14,0,N,none,0,0,0,34,29.6
4347,17,4,15,0,N,none,0,0,0,35,28.4
4348,17,4,15,0,N,none,0,0,0,36,28.1
4349,16,4,14,0,N,none,0,0,0,35,28.8
4350,17,4,14,0,N,none,0,0,0,35,28.5
4351,17,4,15,0,N,none,0,0,0,36,27.7
4352,16,5,15,0,N,none,0,0,0,35,28.2
4353,16,5,14,0,N,none,0,0,0,35,28.8
4354,16,5,15,0,N,none,0,0,0,36,28.1
4355,16,5,15,0,N,none,0,0,0,36,28.2
4356,15,6,15,0,N,none,0,0,0,37,27.0
4357,14,5,15,0,N,none,0,0,0,34,29.2
4358,15,5,15,0,N,none,0,0,0,35,28.6
4359,15,5,15,0,N,none,0,0,0,35,28.5
4360,16,5,14,0,N,none,0,0,0,36,28.1
4361,15,4,15,0,N,none,0,0,0,33,29.9
4362,17,4,15,0,N,none,0,0,0,35,28.3
4363,17,4,15,0,N,none,0,0,0,37,27.2
4364,16,4,14,0,N,none,0,0,0,34,29.5
4365,17,5,14,0,N,none,0,0,0,36,27.6
4366,16,4,14,0,N,none,0,0,0,34,29.3
4367,17,4,14,0,N,none,0,0,0,36,28.1
4368,17,4,15,0,N,none,0,0,0,36,27.7
4369,16,4,14,0,N,none,0,0,0,35,28.9
4370,17,4,15,0,N,none,0,0,0,35,28.2
4371,17,4,15,0,N,none,0,0,0,35,28.3
4372,16,4,14,0,N,none,0,0,0,34,29.1
4373,17,4,14,0,N,none,0,0,0,35,28.4
4374,17,4,14,0,N,none,0,0,0,36,28.1
4375,16,4,15,0,N,none,0,0,0,35,28.5
4376,17,4,15,0,N,none,0,0,0,35,28.3
4377,17,4,15,0,N,none,0,0,0,35,28.6
4378,17,4,15,0,N,none,0,0,0,35,28.2
4379,17,4,15,0,N,none,0,0,0,36,28.1
4380,17,4,15,0,N,none,0,0,0,35,28.6
4381,17,4,14,0,N,none,0,0,0,35,28.4
4382,17,4,14,0,N,none,0,0,0,35,28.4
4383,17,4,14,0,N,none,0,0,0,35,28.2
4384,17,4,15,0,N,none,0,0,0,35,28.4
4385,17,4,14,0,N,none,0,0,0,35,28.3
4386,18,4,15,0,N,none,0,0,0,36,27.8
4387,17,4,14,0,N,none,0,0,0,35,28.6
4388,17,4,14,0,N,none,0,0,0,35,28.8
4389,17,4,14,0,N,none,0,0,0,36,28.0
4390,17,4,15,0,N,none,0,0,0,36,28.1
4391,17,4,14,0,N,none,0,0,0,35,28.7
4392,17,4,15,0,N,none,0,0,0,36,27.8
4393,17,4,14,0,N,none,0,0,0,35,28.7
4394,17,4,14,0,N,none,0,0,0,35,28.3
4395,17,4,15,0,N,none,0,0,0,35,28.2
4396,17,4,15,0,N,none,0,0,0,35,28.6
4397,17,4,14,0,N,none,0,0,0,36,28.0
4398,17,4,15,0,N,none,0,0,0,35,28.3
4399,17,4,14,0,N,none,0,0,0,35,28.7
4400,17,4,14,0,N,none,0,0,0,35,28.4
4401,17,4,15,0,N,none,0,0,0,35,28.2
4402,17,4,15,0,N,none,0,0,0,35,28.5
4403,17,4,14,0,N,none,0,0,0,36,28.2
4404,17,4,14,0,N,none,0,0,0,36,28.0
4405,17,4,14,0,N,none,0,0,0,35,28.6
4406,17,4,14,0,N,none,0,0,0,35,28.4
4407,17,4,15,0,N,none,0,0,0,36,27.5
4408,16,4,15,0,N,none,0,0,0,35,28.9
4409,17,4,14,0,N,none,0,0,0,35,28.4
4410,17,4,15,0,N,none,0,0,0,36,27.9
4411,17,4,14,0,N,none,0,0,0,35,28.8
4412,17,4,15,0,N,none,0,0,0,36,28.0
4413,17,4,15,0,N,none,0,0,0,36,27.9
4414,16,4,15,0,N,none,0,0,0,34,29.1
4415,17,4,14,0,N,none,0,0,0,35,28.7
4416,18,4,15,0,N,none,0,0,0,36,27.5
4417,16,4,14,0,N,none,0,0,0,34,29.5
4418,17,5,15,0,N,none,0,0,0,37,26.9
4419,16,5,15,0,N,none,0,0,0,36,28.0
4420,15,5,15,0,N,none,0,0,0,35,28.7
4421,16,5,16,0,N,none,0,0,0,37,27.3
4422,14,5,15,0,N,none,0,0,0,35,28.9
4423,17,5,17,0,N,none,0,0,0,39,25.8
4424,13,5,17,0,N,none,0,0,0,36,28.0
4425,14,6,17,0,N,none,0,0,0,37,26.8
4426,10,6,16,0,N,none,0,0,0,33,30.5
4427,13,5,16,0,N,none,0,0,0,34,29.5
4428,15,5,16,0,N,none,0,0,0,36,28.0
4429,12,5,16,0,N,none,0,0,0,33,30.1
4430,14,5,16,0,N,none,0,0,0,35,28.3
4431,14,5,16,32,Y,fresh,0,1,1,68,14.8
4432,0,5,18,30,Y,fresh,1,1,0,54,18.5
4433,0,6,16,24,Y,fresh,1,1,0,47,21.4
4434,0,4,16,24,Y,fresh,1,1,1,45,22.3
4435,0,4,16,26,Y,fresh,1,1,1,47,21.5
4436,0,5,15,0,N,cache,0,1,0,20,49.5
4437,1,4,14,25,Y,fresh,1,1,0,45,22.4
4438,0,4,16,0,N,cache,0,1,0,20,49.6
4439,1,4,15,0,N,cache,0,1,0,20,50.9
4440,13,4,14,28,Y,fresh,1,1,0,59,16.9
4441,0,4,15,0,N,cache,0,1,0,19,53.5
4442,5,4,15,25,Y,fresh,1,1,0,50,20.1
4443,0,4,15,26,Y,fresh,1,1,0,45,22.0
4444,0,4,15,24,Y,fresh,1,1,0,44,22.7
4445,0,4,15,27,Y,fresh,1,1,0,47,21.2
4446,0,4,15,24,Y,fresh,1,1,0,44,23.0
4447,0,4,17,0,N,cache,0,1,0,21,47.8
4448,2,4,15,0,N,cache,0,1,0,20,49.4
4449,7,4,15,0,N,cache,0,1,0,25,40.0
4450,15,4,15,0,N,cache,0,1,0,34,29.8
4451,18,4,14,0,N,cache,0,1,0,36,27.5
4452,16,4,15,0,N,cache,0,1,0,35,28.5
4453,16,4,14,26,Y,fresh,1,1,0,61,16.4
4454,0,4,15,0,N,cache,0,1,0,19,52.8
4455,7,4,15,0,N,cache,0,1,0,26,38.5
4456,15,4,14,0,N,cache,0,1,0,34,29.6
4457,17,4,14,0,N,cache,0,1,0,36,28.0
4458,17,4,15,0,N,cache,0,1,0,36,27.9
4459,16,4,15,0,N,cache,0,1,0,35,28.9
4460,16,4,15,0,N,cache,0,1,0,36,27.7
4461,16,5,15,0,N,cache,0,1,0,36,27.7
4462,15,4,16,0,N,cache,0,1,0,35,28.9
4463,16,4,14,0,N,cache,0,1,0,34,29.1
4464,17,4,15,0,N,cache,0,1,0,36,28.0
4465,17,4,15,0,N,cache,0,1,0,35,28.2
4466,16,4,15,0,N,cache,0,1,0,35,28.5
4467,16,4,15,0,N,cache,0,1,0,35,28.4
4468,16,4,14,0,N,cache,0,1,0,35,28.8
4469,17,4,15,0,N,cache,0,1,0,36,28.1
4470,17,4,15,0,N,cache,0,1,0,35,28.4
4471,17,4,14,0,N,cache,0,1,0,35,28.4
4472,17,4,14,0,N,cache,0,1,0,35,28.4
4473,17,4,14,0,N,cache,0,1,0,36,28.1
4474,16,4,15,0,N,cache,0,1,0,35,28.6
4475,17,4,15,0,N,cache,0,1,0,36,27.7
4476,17,4,14,0,N,cache,0,1,0,36,28.1
4477,16,4,15,0,N,cache,0,1,0,35,28.8
4478,16,4,15,0,N,cache,0,1,0,34,29.0
4479,17,4,14,0,N,cache,0,1,0,35,28.2
4480,17,4,15,0,N,cache,0,1,0,35,28.2
4481,17,4,14,0,N,cache,0,1,0,35,28.6
4482,17,4,15,0,N,none,0,1,0,36,28.0
4483,18,4,14,0,N,none,0,1,0,37,27.1
4484,14,4,14,0,N,none,0,0,0,32,31.1
4485,17,4,14,0,N,none,0,0,0,35,28.2
4486,17,4,14,0,N,none,0,0,0,35,28.3
4487,17,4,14,0,N,none,0,0,0,35,28.3
4488,17,4,14,0,N,none,0,0,0,35,28.6
4489,17,4,14,0,N,none,0,0,0,36,28.1
4490,17,4,15,0,N,none,0,0,0,35,28.3
4491,17,4,14,0,N,none,0,0,0,35,28.5
4492,17,4,15,0,N,none,0,0,0,36,28.0
4493,17,4,14,0,N,none,0,0,0,35,28.5
4494,17,4,15,0,N,none,0,0,0,35,28.3
4495,17,4,14,0,N,none,0,0,0,35,28.5
4496,17,4,15,0,N,none,0,0,0,36,27.5
4497,16,4,14,0,N,none,0,0,0,34,29.2
4498,17,4,15,0,N,none,0,0,0,35,28.4
4499,17,4,15,0,N,none,0,0,0,36,27.9
4500,16,4,15,0,N,none,0,0,0,35,28.7
4501,17,4,14,0,N,none,0,0,0,35,28.6
4502,17,4,14,0,N,none,0,0,0,35,28.3
4503,17,4,15,0,N,none,0,0,0,35,28.6
4504,17,4,15,0,N,none,0,0,0,35,28.2
4505,17,4,14,0,N,none,0,0,0,35,28.4
4506,17,4,15,0,N,none,0,0,0,36,28.0
4507,16,4,14,0,N,none,0,0,0,34,29.1
4508,17,4,15,0,N,none,0,0,0,35,28.2
4509,17,4,14,0,N,none,0,0,0,35,28.4
4510,17,4,14,0,N,none,0,0,0,35,28.3
4511,18,4,15,25,Y,fresh,2,0,0,63,15.8
4512,0,4,15,27,Y,fresh,2,0,0,48,21.0
4513,0,5,16,27,Y,fresh,2,0,0,50,20.0
4514,0,4,15,0,N,cache,0,0,0,18,54.3
4515,9,4,14,0,N,cache,0,0,0,27,37.0
4516,18,4,15,0,N,cache,0,0,0,36,27.4
4517,16,4,15,0,N,cache,0,0,0,34,29.1
4518,17,4,14,0,N,cache,0,0,0,36,28.0
4519,17,4,14,0,N,cache,0,0,0,35,28.6
4520,17,4,14,0,N,cache,0,0,0,35,28.3
4521,17,4,14,0,N,cache,0,0,0,35,28.7
4522,17,4,15,0,N,cache,0,0,0,36,28.0
4523,17,4,15,0,N,cache,0,0,0,35,28.4
4524,17,4,15,0,N,cache,0,0,0,35,28.3
4525,17,4,14,0,N,cache,0,0,0,35,28.6
4526,18,4,14,0,N,cache,0,0,0,36,27.8
4527,16,4,15,0,N,cache,0,0,0,36,28.1
4528,15,4,15,0,N,cache,0,0,0,33,29.9
4529,16,4,14,0,N,cache,0,0,0,34,29.1
4530,17,4,15,0,N,cache,0,0,0,36,28.1
4531,16,4,14,0,N,cache,0,0,0,34,29.1
4532,18,4,14,0,N,cache,0,0,0,36,27.9
4533,16,4,15,0,N,cache,0,0,0,35,28.2
4534,16,5,15,0,N,cache,0,0,0,36,27.8
4535,15,5,14,0,N,cache,0,0,0,34,29.1
4536,16,4,14,0,N,cache,0,0,0,34,29.1
4537,18,4,14,0,N,cache,0,0,0,36,27.5
4538,16,4,15,0,N,cache,0,0,0,35,28.5
4539,15,4,15,0,N,cache,0,0,0,33,29.9
4540,17,4,14,0,N,cache,0,0,0,36,28.2
4541,17,4,14,0,N,cache,0,0,0,35,28.6
4542,17,4,14,0,N,none,0,0,0,36,28.0
4543,17,5,15,26,Y,fresh,2,0,0,64,15.5
4544,0,4,15,24,Y,fresh,3,1,1,46,21.9
4545,0,5,15,0,N,cache,0,1,0,21,48.5
4546,15,4,15,0,N,cache,0,1,0,34,29.4
4547,16,4,15,0,N,cache,0,1,0,35,28.7
4548,16,4,15,0,N,cache,0,1,0,35,28.6
4549,16,5,15,0,N,cache,0,1,0,36,27.4
4550,15,5,15,0,N,cache,0,1,0,35,28.3
4551,15,4,15,27,Y,fresh,3,1,0,64,15.7
4552,0,5,15,28,Y,fresh,2,1,1,50,19.9
4553,0,4,15,22,Y,fresh,3,1,0,45,22.4
4554,0,4,15,25,Y,fresh,3,1,1,46,21.6
4555,0,4,15,27,Y,fresh,2,1,0,48,20.6
4556,0,4,16,0,N,cache,0,1,0,20,50.8
4557,2,4,14,26,Y,fresh,2,1,0,49,20.2
4558,0,4,15,28,Y,fresh,3,1,0,50,20.1
4559,0,4,15,0,N,cache,0,1,0,19,53.9
4560,14,4,15,0,Y,cache,3,1,0,36,27.5
4561,12,4,15,0,N,cache,0,1,0,31,32.2
4562,16,4,15,0,Y,cache,3,1,0,39,25.9
4563,13,4,15,0,Y,cache,3,1,0,35,28.5
4564,13,4,16,0,N,cache,0,1,0,33,30.4
4565,15,4,15,0,Y,cache,1,1,1,35,28.3
4566,15,4,15,0,Y,cache,1,1,1,35,28.3
4567,15,4,15,0,N,cache,0,1,0,34,29.1
4568,16,4,15,0,N,cache,0,1,0,35,28.5
4569,17,5,17,0,N,cache,0,1,0,40,25.2
4570,12,5,17,0,N,cache,0,1,0,34,29.3
4571,13,5,17,31,Y,fresh,1,1,0,66,15.2
4572,0,5,17,0,N,cache,0,1,0,23,44.4
4573,2,5,16,0,Y,cache,1,1,0,24,41.6
4574,18,4,15,0,N,cache,0,1,0,36,27.7
4575,16,4,15,0,N,cache,0,1,0,35,28.6
4576,16,4,15,0,N,cache,0,1,0,35,28.2
4577,11,4,15,0,N,cache,0,1,0,30,33.6
4578,17,4,15,0,N,cache,0,1,0,36,27.9
4579,16,5,15,0,N,cache,0,1,0,35,28.2
4580,16,4,14,0,N,cache,0,1,0,34,29.3
4581,18,4,14,0,N,cache,0,1,0,36,27.6
4582,16,4,14,0,N,cache,0,1,0,35,28.9
4583,17,4,15,0,N,cache,0,1,0,37,27.1
4584,15,4,14,0,N,cache,0,1,0,33,30.0
4585,17,4,14,0,N,cache,0,1,0,35,28.6
4586,17,5,15,0,N,cache,0,1,0,36,27.7
4587,15,4,14,0,N,cache,0,1,0,34,29.5
4588,18,4,14,0,N,cache,0,1,0,36,27.6
4589,18,4,15,0,N,cache,0,1,0,37,27.2
4590,14,4,14,0,N,cache,0,1,0,32,30.8
4591,17,4,15,0,N,cache,0,1,0,35,28.2
4592,17,4,14,0,N,cache,0,1,0,35,28.6
4593,17,4,15,0,N,cache,0,1,0,35,28.3
4594,16,4,15,0,N,cache,0,1,0,35,29.0
4595,16,4,15,0,N,cache,0,1,0,35,28.5
4596,17,4,15,0,N,cache,0,1,0,36,28.0
4597,16,4,14,0,N,cache,0,1,0,34,29.3
4598,17,4,14,0,N,cache,0,1,0,35,28.3
4599,18,4,14,0,N,none,0,1,0,36,27.8
4600,17,4,14,0,N,none,0,1,0,35,28.6
4601,16,4,15,0,N,none,0,1,0,34,29.2
4602,18,4,15,0,N,none,0,1,0,36,27.6
4603,15,4,14,0,N,none,0,1,0,34,29.5
4604,17,4,14,0,N,none,0,0,0,36,27.9
4605,17,4,15,0,N,none,0,0,0,35,28.5
4606,17,4,15,0,N,none,0,0,0,36,27.7
4607,16,4,14,0,N,none,0,0,0,34,29.2
4608,17,4,14,0,N,none,0,0,0,35,28.6
4609,17,4,14,0,N,none,0,0,0,35,28.4
4610,18,4,15,0,N,none,0,0,0,37,26.8
4611,15,4,14,0,N,none,0,0,0,33,29.9
4612,17,4,14,0,N,none,0,0,0,35,28.5
4613,16,4,15,0,N,none,0,0,0,34,29.3
4614,16,5,15,0,N,none,0,0,0,36,27.9
4615,16,4,14,0,N,none,0,0,0,34,29.4
4616,17,4,15,0,N,none,0,0,0,36,28.0
4617,16,4,15,0,N,none,0,0,0,35,28.5
4618,17,4,15,0,N,none,0,0,0,35,28.4
4619,17,4,14,0,N,none,0,0,0,35,28.5
