timestamp,total_w,0V8_AON,0V8_SW,1V1_SYS,1V8_SYS,3V3_ADC,3V3_DAC,3V3_SYS,3V7_WL_SW,DDR_VDD2,DDR_VDDQ,HDMI,VDD_CORE
2026-06-21T14:22:13.089,4.648,0.0031,0.4431,0.4051,0.3794,0.0012,0.0000,1.1991,0.1853,0.1381,0.0006,0.1039,1.7887
2026-06-21T14:22:13.614,8.303,0.0029,0.2764,0.2419,0.3933,0.0006,0.0008,1.1874,0.2386,0.1538,0.0018,0.1044,5.7008
2026-06-21T14:22:14.138,5.098,0.0031,0.4063,0.4097,0.4178,0.0012,0.0000,1.1112,0.1892,0.0344,0.0000,0.1007,2.4244
2026-06-21T14:22:14.663,4.956,0.0033,0.4547,0.4205,0.3797,0.0006,0.0008,1.1956,0.2530,0.0531,0.0000,0.1032,2.0913
2026-06-21T14:22:15.188,5.058,0.0028,0.4284,0.4066,0.3900,0.0006,0.0008,1.2024,0.2041,0.1348,0.0021,0.1104,2.1745
2026-06-21T14:22:15.712,8.214,0.0032,0.4549,0.4189,0.4200,0.0014,0.0000,1.2110,0.2000,0.2612,0.0083,0.1049,5.1306
2026-06-21T14:22:16.236,7.720,0.0031,0.3116,0.2286,0.3910,0.0006,0.0008,1.1045,0.2144,0.1215,0.0027,0.1071,5.2344
2026-06-21T14:22:16.760,6.674,0.0030,0.4838,0.4088,0.4445,0.0012,0.0000,1.1759,0.2110,0.4464,0.0136,0.1103,3.3761
2026-06-21T14:22:17.284,4.311,0.0031,0.4445,0.4183,0.4427,0.0006,0.0008,1.2362,0.2101,0.1765,0.0036,0.1054,1.2691
2026-06-21T14:22:17.812,5.215,0.0030,0.2846,0.4308,0.3935,0.0012,0.0000,1.1830,0.1964,0.1987,0.0045,0.1048,2.4144
2026-06-21T14:22:18.336,5.236,0.0032,0.3604,0.2274,0.3937,0.0014,0.0002,1.1339,0.2799,0.4368,0.0000,0.0996,2.2997
2026-06-21T14:22:18.861,4.302,0.0029,0.4509,0.4209,0.3800,0.0012,0.0000,1.2131,0.2111,0.0529,0.0000,0.1041,1.4653
2026-06-21T14:22:19.385,5.050,0.0031,0.4173,0.4105,0.3938,0.0014,0.0008,1.1981,0.2035,0.1098,0.0018,0.1048,2.2055
2026-06-21T14:22:19.909,5.757,0.0029,0.2705,0.2300,0.4283,0.0014,0.0000,1.1009,0.1963,0.2858,0.0000,0.1060,3.1350
2026-06-21T14:22:20.433,3.991,0.0029,0.4011,0.4182,0.3832,0.0012,0.0008,1.1828,0.2069,0.0530,0.0000,0.1002,1.2405
2026-06-21T14:22:20.957,4.239,0.0030,0.4402,0.4097,0.3902,0.0014,0.0008,1.2438,0.2642,0.1381,0.0012,0.1078,1.2389
2026-06-21T14:22:21.481,7.159,0.0029,0.2864,0.2290,0.4214,0.0012,0.0000,1.1313,0.1965,0.3380,0.0044,0.1047,4.4432
2026-06-21T14:22:22.009,4.889,0.0031,0.4782,0.4097,0.3901,0.0014,0.0000,0.9723,0.1814,0.1354,0.0006,0.1042,2.2124
